2026-02-28 05:06:21.784 | INFO     | __main__:select_trade_setup:1596 - 📝 config.yaml updated: lot_size = 0.03
2026-02-28 05:06:21.807 | INFO     | __main__:_load_memories:81 - 🧠 Loaded 27 training memories. AI is ready.
2026-02-28 05:06:21.809 | INFO     | __main__:_check_sentiment_bias:65 - 📡 Market Intelligence: ALLOW
2026-02-28 05:06:21.811 | INFO     | profit_controller:_load_state:41 - 💾 GRID DYNAMIC recovered 0 trade states + Milestone logic from disk.
2026-02-28 05:06:21.814 | INFO     | __main__:initialize:825 - 🧠 Initializing NEXT LEVEL BRAIN Live Trading System...
2026-02-28 05:06:22.816 | INFO     | mt5_broker:connect:26 - Connecting to MT5 (Attempt 1/3)...
2026-02-28 05:06:22.829 | INFO     | mt5_broker:connect:42 - Logging into Exness-MT5Trial16 (Account: 262358992)...
2026-02-28 05:06:22.830 | INFO     | mt5_broker:connect:56 - Connected to MT5 - Balance: $5290.79
2026-02-28 05:06:22.831 | INFO     | __main__:initialize:835 - Account Balance: $5290.79
2026-02-28 05:06:22.845 | INFO     | __main__:initialize:841 - 🚀 Live Dashboard auto-opened.
2026-02-28 05:06:22.847 | INFO     | __main__:initialize:845 - ✅ System initialized successfully
2026-02-28 05:06:22.849 | INFO     | __main__:run:1064 - 📊 Equity Milestone Loaded. Baseline: $5549.07 | Target: $5649.07
2026-02-28 05:06:22.849 | INFO     | __main__:run:1068 - 🚀 Starting live trading...
2026-02-28 05:06:22.855 | INFO     | profit_controller:monitor_equity_milestone:284 - 📊 Milestone Track | Current: 5549.07 $ | Baseline: 5549.07 $ | Progress: 0.00/100.0 $
2026-02-28 05:06:33.723 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820964 canceled successfully.
2026-02-28 05:06:33.779 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820967 canceled successfully.
2026-02-28 05:06:33.841 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820970 canceled successfully.
2026-02-28 05:06:37.171 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820955 canceled successfully.
2026-02-28 05:06:45.031 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820951 canceled successfully.
2026-02-28 05:06:45.087 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820993 canceled successfully.
2026-02-28 05:06:48.290 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820919 canceled successfully.
2026-02-28 05:06:48.343 | INFO     | mt5_broker:cancel_order:193 - 🗑️ Order 851820988 canceled successfully.
